timestamp,sleep_stage
2024-05-31 04:00:30,N2
2024-05-31 04:01:00,N2
2024-05-31 04:01:30,N2
2024-05-31 04:02:00,N2
2024-05-31 04:02:30,N2
2024-05-31 04:03:00,N2
2024-05-31 04:03:30,N2
2024-05-31 04:04:00,N2
2024-05-31 04:04:30,N2
2024-05-31 04:05:00,N2
2024-05-31 04:05:30,N2
2024-05-31 04:06:00,N2
2024-05-31 04:06:30,N2
2024-05-31 04:07:00,N2
2024-05-31 04:07:30,N2
2024-05-31 04:08:00,N2
2024-05-31 04:08:30,N2
2024-05-31 04:09:00,N2
2024-05-31 04:09:30,N2
2024-05-31 04:10:00,N2
2024-05-31 04:10:30,N2
2024-05-31 04:11:00,N2
2024-05-31 04:11:30,N2
2024-05-31 04:12:00,N2
2024-05-31 04:12:30,N2
2024-05-31 04:13:00,N2
2024-05-31 04:13:30,N2
2024-05-31 04:14:00,N2
2024-05-31 04:14:30,N2
2024-05-31 04:15:00,N2
2024-05-31 04:15:30,N2
2024-05-31 04:16:00,N2
2024-05-31 04:16:30,N2
2024-05-31 04:17:00,N2
2024-05-31 04:17:30,N2
2024-05-31 04:18:00,N2
2024-05-31 04:18:30,N2
2024-05-31 04:19:00,Wake
2024-05-31 04:19:30,Wake
2024-05-31 04:20:00,Wake
2024-05-31 04:20:30,Wake
2024-05-31 04:21:00,Wake
2024-05-31 04:21:30,Wake
2024-05-31 04:22:00,Wake
2024-05-31 04:22:30,Wake
2024-05-31 04:23:00,Wake
2024-05-31 04:23:30,Wake
2024-05-31 04:24:00,Wake
2024-05-31 04:24:30,Wake
2024-05-31 04:25:00,Wake
2024-05-31 04:25:30,Wake
2024-05-31 04:26:00,Wake
2024-05-31 04:26:30,Wake
2024-05-31 04:27:00,Wake
2024-05-31 04:27:30,Wake
2024-05-31 04:28:00,Wake
2024-05-31 04:28:30,Wake
2024-05-31 04:29:00,Wake
2024-05-31 04:29:30,Wake
2024-05-31 04:30:00,Wake
2024-05-31 04:30:30,Wake
2024-05-31 04:31:00,Wake
2024-05-31 04:31:30,Wake
2024-05-31 04:32:00,Wake
2024-05-31 04:32:30,Wake
2024-05-31 04:33:00,Wake
2024-05-31 04:33:30,Wake
2024-05-31 04:34:00,Wake
2024-05-31 04:34:30,Wake
